text,label
zlutovali mozme ist dat opravit topanky fuj chce vracat opatreni,3
zakon matovica nedodrziavate zakon pana matovica paragraf matovic curak,2
Sasko uziva dovolenku policajnou ochranou,1
neni advokatka kancelaria dilinotak znamena policajti neovladaju zakladne prava obcanov SR priznam nerozumie pravu neovladadik dilino,2
nebavi Chore robia,1
Jozef Kovac hamba nefacka karma zdarma,2
prvej vlne nebolo celoplosne testovanie ludia neboli isti davali pozor korony zbavili Odkedy modry papier vsetkych negativnych ubezpecuje nemaju pritom ojeb cele zamoruje vysledok testovania modreho papiera vymyslel sam Matelko zarobil tvari zachranuje ludi keby nemal biznis testy nakupuju priamo hmotne rezervy zodpovedali nedostatok obvinoval neboli ruska nechapem Sulik jedna zdravotnicky material Igor hajzel plny sraciek idu ust zeru cest vynimkam,3
Takzvana kollarova vynimka mohol pozitivni mohli ist prace vynimiek naslo,0
chore,1
pokazili topanky neporusil zakazal otvori mohol dat opravit topanky,1
kupil predvcerom cierno nove stym problem,2
Autorka Pan policajt choval slusne robil pracu hlupy ludia pani arogantna vypituje picoviny spravila vie deje celom svete,2
Psychopat,2
jedno otvorene nakazit nakazis hygienu dodrziava inak chory ludia nedodrziava opatrenia nakazeny zatvorene vynimky sam rozhoduje,1
Kurva ludia potrebuju oblecenie obuv deti rastu dam opravit obuv chodit kratasoch,3
hlavne nemovnici prazdne nevery pozrie osobne,0
nebud pipi vieme mato jedno horsie druhe,0
dost docielia mesiaci dlhom obdobi otvoria zase obchody zase hlava hlave ludom harasi nehovorim trapne papuce nedaju online objednat Jaaaj sorry daju stoja euro tolko obycajny smrtelnik neda pansucky deti stoja Eura postovne euro lepsia kombinacia vedia ludia kupia hlavne deti neuvazuju smiesne,1
pisat vie pokuty hanba nefackuje,2
Urcite dal obciansky keby zobrali ludi takto pokutovat idu slobodne vonku hanba volil blazna nevie vyjadrovat nici Slovensku republiku,2
Urobil dobre ludia chodenia pocas nudzoveho stavu tolko nachodili dierave topanky booze debil,3
Arogancia moci bezne Slovensku,2
hahhaa dpc,3
stale nadavate policajtov myslite tesi bohuzial doba nariadene problem rusko dat paneboze raz policajt nepovedal vonku nosom astmaticka nemam problem nechapem naco takto provokujete pro matovicka ziadna ovca opatreniami nesuhlasim nebudem nikoho provokovat jednoducho hotovo,2
Trapne provokacne video zakon Ziadny zakon nariadenie napisane presne trapna povie neviem ocom opatrenia nevie me robime chceme stat dali ludia pani kolegyna vedla,1
debil,3
Hanba,2
fantazia ubohe Slovenskooooooo takk bojovali povstalci dakedi zastavme bra Slovensko takto umiera hanba fujj fujj fujj,2
chore zatvorene cintoriny opravovna obuvi otvorena,1
vzdy covid sranda Okay,0
citam hlupe komentare pytam ludia stracaju uplne rozum,0
Jozka isto hanbi rodina sam,2
Sak vala gule Tatrach,2
Vyhnal vsetkych cerstveho vzduchu nakazili mestach dovolenkuje pokoji ozve nebojte Nalozi zase riadne vyhrazky tanierov,0
Hanba policie hanba Slovenska,2
Pan prislusnik Veeeeeelky Buzerant dostane,2
Chore cele slovensko,1
Najlepsie celom jedna vec nik poriadne neuvedomuje percente pozitivnych mil ludi statisticky malo vyznamne cislo Realita percento tis ludi tis ludi nemali informaciu nakazeni sirit dalej Keby skoncili nemocniciach neboli ziadne kapacity Nemame tolko lozok personalu vobec nadavaju opatrenia uvedomte tetovanie nebolo dost zdravotnikov nebude dost nemocniciach cele malo zmysel dobrovolne nasilu kazdopadne vsetkych stali cely den snehuliakovi vsetkych zime pisali zoznamy certifikaty vsetkych vojakov zabezpecovali logistickej stranke policajtov koli poriadku vsetkych ludi samospravy vsetkych Dakujem Dakujem cely cas,0
fakt Slovakom jebe Hascaka pustia lucansky narodny hrdina obuvnik ide zachranit ekonomiku vivat slovakia,3
Bohu zial sami nevedia op nedala,2
svine,1
Picu robia svine,3
chore,1
dost papierik ov pojdu peniaze nemame policiu sekretarky Hanba,2
matelko mikasom,1
obuv nikam nemozeme chodit ibaze kopat riti,2
Pohlad satan,0
detmi topankami problem maja chodil syn zimnych teraz neriskovala januari letnych zima oktobri kupila zimne rovno dvoje,2
policajt tetulku ujebal kalenym teleskopom jak zito rozum zastavuje debilitou naroda slovenskeho chudak policajt robi nariaduje vlada sasov lutujem policajta stretne takymto inteligentnom,1
jednej strany luto robit nieje vlastnej vole,2
magori deje,2
Treba tupych ludi prikyvovat,3
Nevie odpovedat buzerant Treba strelit vecer konci branou druhy den nesakuje,2
Hlupi policajt nepovedal zavod dal pokutu robi frajera,2
chore mozgy,1
Cumi jak curak neni schopen rict slovo jeste pripada jak nejvetsi king vymastenou hlavu,2
Jeden zatvori druhy otvory chore SK haaaaa,1
chore,1
ide dole premierka Sisa Sklovska Iveta Malachovska basta,0
Hamba,2
pise abecedu tlko nema druheho problem,2
robia tolko novinarov kope Novinari sliedia hanba slovensku jednej tlacovke uradom vlady kolky,2
nechapem obciandke tolko obracal sral trenkoch magor jeden,2
vlada zatlieskat takymto stylom ludia policiu nenavidiet uplna buzeracia,2
ludia choroby pokapu hlavne celi zivot platia odvody zdravotnej grc banda vyjebana cela vlada,3
hlavne troska chore hlavu opatrenia,1
Hamba hamba aspon troska rozumu jie vlada,2
chore robi,1
Kua konecne dolezite otvaraju kurevsky mudra vec,3
dovolenke rodinou,0
kktovo cele doba dostali zachvilku strielat clovek ide von pytat povolenie dychanie chore cele,1
dostala minule pokutu cikanie prirode mesiacov porode operovane ladviny proste pride ist cikat hocikde pani policajtky ist najblizsiu pumpu dedinach niesu verejne wc skoro slak trafil,1
Idiot,3
vole Jozko ozajistny kojot Pokud damy neco porusily jim rict Tahle doba Chjo,2
Mobil kluce penazenka riti naplast zabudol,2
nemala rusko Hlupana,2
stale robi naopak,0
Obycajny karierista robi pracu Chudak pritom nevie robi nema policajnou dostojnostou prisahou spolocne,1
chudak jeden celom svete Covid NIKDE svete policajti NEROBIA,1
zbabela krysa inak sulikom zatocil,2
Hanba,2
Svine,1
OMG vidim komentare vsetkych cipovat,1
vrahov neposielaju tolko policajtov slusnych ludi chcu slobodne dychat chodit von hanba,2
Hlupaci,2
curak,2
Rastislav Luka viem zachytia najinfekcnejsi samozrejme nadalej pouzivat rusko atd,0
chce zakon paragrafy sedel riti chodi provokovat policiu,2
mysli najlepsii neuvedomuje chyby,0
drzost Velebnosti Kovac posranej zakony neumi obtezovat lidi,2
Najprv skusaju osadach zvieratach ludoch takto zacina seriovy vrah pozrime tyranu psikov hrozne,2
Klame vzdy stopy pozametane,0
Nebol nahodou Karibiku pozriet Fica Nahodou stretol Kollar Mafiou Ospravedlni OK Slovac zas Zozerie Navijakom,0
chore,1
nariadene dovod sami nevedia chore normalne clovek hambit zije,1
dalej nerozumiem idete kotlebovcami pan kollar slat havarii nemocnici krajine zijem davno odstupil slovensku vladne divna smecka nevzdelncov,0
evidentne porusovanie pravomoci Sam nevie pokuta chudak,1
Policajt mozez hanbit pozriet zrkadla hanba nefackuje,2
neviete vytazit poradi matelko vie,1
hlupy vykonavatelia nezmyslov ovce policajt udeluje pokutu povinny zakona vysvetlit poruseniu zakona priestupku doslo Vyhovorky konkretny pan neobstoja svedcia nekompetentnosti neznalosti slepej poslusnosti vykonavani zastrasovania represalii buzeracie obycajnych obcanov,2
Chytit mimo sluzby treba pani zlata,1
Hnoj odpad blbo,2
Ticho burkou,0
Vyjebane svine,1
nesplha lieci psichiatrii rakusku,0
nalepi matelko celo zmrd jeden,3
magori,2
stacilo vidiet policajt nevedel robi otacal p krat mafia piliciu stiahol Matovic slubil peniaze nedostali zdravotnici pani polucajti slubene premie ha ha ha odpad vlada porusujete raz zastavte,2
Riadny magor Vypisuje pokutu nevie povedat zakon porusuju Nakoniec odijde prec,2
Traposi stale bavi vypisovat trapne komentare,1
Policajti SR babky zakomplexovane robia almuzni zeny doma nechcu prehanaju steoridmi steoridmi drbe pojasene hlavy pajacovia motuziku,2
Hamba demokraciu magory hladate zdochynate den Covit,2
Paulinu doma testuj retard zhniti,3
Igor Matovic hanba pomoc potrebujeme zahranicia lopatov trebalo vyhnat zato deje Slovensku,2
pisal povinny zdovodnit blokove konanie zjavne neschopny meliete OLANO sektari miesate jablka hruskami nechcite utvoril mienku matovicoovca Nudzovy stav zakaz vychadzania dovodom automaticku blokovu pokutu predsa Nezijeme Ugande zena isla lekarne lieky sulade vynimkou zakazu vychadzania,2
ista pani Evka cela show skor sposobena schopna pocuvat nariadenia odbornikov case najvacsej krizy ludstvo zazilo sv vojny namiesto nechate strasit skorumpovanymi opilcami fasistami,1
konspiratori posrati,3
chate spinavec,0
Baba chodi meste rusky vyplakava dostala pokutu Nabuduce dajte poslednych sekund videa napiste status slova dostala pokutu policajt otocil odisiel Chudak policajt nezavidim individua riesit,1
Gestapaci vydrbani,2
mudre reci dobrovolnikov radi prijme chory ludia fuj hnus,3
liecba mozne hladaju Mimo liecby Likvidacia ludstva Silnejsi prezije,1
Trapko,1
chyba snad niekomu isto,0
Svine budou se smazit pekle Karma zdarma,1
zebraci,1
Fake News Konspiracne media Fuck,3
Hanba advokatska kancelaria chodil policajnu skolu tlacil hlavy zakony nevie nozaplatil nezobral blok nechal dorucit domov somar nepovadal znenie zakona porusil ihned siel podat trestne oznamanie policajnu stanicu zneuzivanie pravomoci verejneho cinitela obmedzovanie osobnej slobody pan boh pomahaj fizlom skonci nudzovy stav ludia nabehnu ulic kanaloch chodit potkanycest vynimkam zapredanci,2
prejednavali lyzovacku Matovica Mikulcom,0
pomahat chranit hanba takym policajtom pozasivaju otoci karta,2
nenormalny policajt problem obmedzovanie domovej slobody da hanbi policajt Kovac,2
BYL IMBECIL NECO SE MUZE STAT JEN SLOVENSKU JSOU POLICAJTI IMBECILOVE JSEM NECO PODOBNEHO ZAZIL SLOVENSKU HOVADA MOOOC DULEZITY CHTEL BYCH ZNAT IQ P EVICKA NEDELEITE TEZKOU HLAVU ZAKOVY HOVADA BYLI JSOU BUDOU TIM SE SROVNAT DOKAZAT ZIT HOVADAMA,2
Jebe pekne,3
robit ludia vonku lrasne slnecno Nemozeme stale sediet doma riti nerobit,2
Zaprodane svine,1
Pani chcela rozprudit diskusiu uzit minut slavy keby hrdinka napisete dovod kvoli pokutu vypisoval inak nevypovedajuce video bohuzial policajt zakon povedat nemusi verim doma navyse prace zamestnavatel nevyzaduje neucite da chapat veceroch neuci nove nove zakony vyhlasky proste nikto zhora nevyzaduje bohuzial video fakt nevypovedajuce hanba skor policajtovi,2
sprostost,3
Mrdnout pres tlamu jak nebude mit uniformu curak,2
Hamba velka hamba pride cas utekat,2
Vie dosli,0
Mark wadza Chipi neocortexow rokow dozadu tetovali teraz doba takzwana smart doba vakcinka chipik dva roky korok prdele rusku clovek produkoval menej Wake Up ppls,3
testovani niekto nakazi neukaze hned test veselo chodit zdravymi takto dookola tocit stale,0
Smutne Arogancia chut moci strasna kombinacia,2
nepozeram Markizu joj sprostu RTVS vobec hnus,3
Gumene hlavy maturitu neskoncili Presne takych treba policajnych zborov dalej sirili vymletozu miesto pomahat chranit napisat auto buzerovat sikanovat masakrovat vlastny narod neni hamba trestny orgaaan,2
Dakujeme,0
Lepsie nevidno aspon netrepe somariny zostane,0
Velka hanba Slovenska policajti chodi Boh aspon sprava normalne,2
Stop neplatte vianoce darceky moznost kupit vianoce nebudte hlupi nedajte sikanovat,2
Haha ha neviem iluminatov dochadza baterka myslia ludia hlupi nenecham hlave skakat Skoda celu dobu nenatocila celosvetovy hit Jak ludia veria mediam Strasne,2
cisty blb policajt hanba pomahat chranit zial naopak,2
podobne sla detmi prejst nakolko hrabe doslova doma skola sli natrafili debila povedala da pokoru zaplati prejde detmi cudujete odisiel,1
Miroslav Ziak necital predoslu odpoved napisala nazor nasilu,0
Takto vyzera policii vezmu mentalne retardovaneho,2
spravila prechadza zle policajt Gestapak pekne pitala dival vrah odpovedat chvilu bat vonku ist Matovicove Gestapo,2
robi Slovensku vela debilou kks davaju pokuty ideme nakupit chore snami robia vkuse testi vedie Ivo zhromolazia ludia korana nevie nikto pozitivni negativni chore nemam slou,1
debil silou mocou chceli predlzit nudzovy stav vtedy nakazeny mohli prist parlamentu ludia nemohli vijst ulic protestovat proti teraz kaslu ludi umieraju nemocnice kolabuju niekde zasity dovolenke,3
Hehe policajti nevedia zakon pani porusila Ziadny ziaden zakon neporusila psychopatove nariadenia hehe ludia nebojte nedajte Matelko vlada konci krk psychopat nemoze dalej viest krajinu Matelko vladne obdobie konci,2
IQ hlupaci konik policajt,2
Takisto globalisticka zumpa takmer WHO topit terajsi vyznavaci prve zaroven posledne zumpy,3
debilko mimo nevie nachadza den,2
behala redaktorka pometena krava nerobite reportaz preplnenom kauflande automobilke,0
Chudak Jozo,1
kolega ladovy medved velmi zaujimalo presiel telesnou previerkou zozral papiere pekny bordel,1
policajti nemaju nosit uniformu platia ubohy danovnici vididitelno vlastne cislo smiech,2
TV MARKIZA takto zavadzat sirit paniku znevazovat opatrenia nariadenia naozaj chcete narod zblaznil Dane opatrenia staci dodrziavat mimo neboli hraniciach minulosti podnecovali nepokojom poukazovali hraniciach ludia cakat povinnu karantenu nemaju pripravenu vodu oblozene chlebiky TV Markiza chore predvadzate,1
sedime doma zatvotene ludia nemaju nakazit problem zeby chcu vistrasit ludi dali ockovat,2
Nadherny priklad plaziveho nastupu fasizmu Pani policajti Davate ludom pokuty vlastnej vole strachu pracovne miesto hanba nefackuje,2
Pan policajt povedal jasne porusujete nariadenie uradu verejneho zdravotnictva myslim ok zverejnit cast videa plni rozkazy pracujete dostanete rozkaz sefa predpokladam plnite velmi hlupe nadavat policajta plni rozkazy praca rozkazy bohuzial ludia zvolili vozit policajtovi dovolim povedat naozaj ludsky pristup uroven,2
vydeli obrovskou Hanbov proste pan policajt totalne Obmedzeny neschopny nema robit Hanba hanbu,2
Nerob policajta saso Matelkove Hlavne vipisujete pokuti Rano pozrite zrkadla urcite zvracanie,1
nahlasil ustave zobrali mobil,0
problem povedal zakon porusuje problemov ok strany policie,2
Chore,1
pozadi Vasky nemylim D urcite isiel okolo Vytrhnute kontextu dezolatov staci,2
Deti tupe bohuzial,3
Pomahat chranit hanba,2
pani damy medii znova vazelinu Zasadne otazky nik nepolozi kolko slubene Pozeram TB otazkami uplne mimo schvalne Dala suhlas komisii JUDr Radacovsky poziadal dlhorocny trestny sudca,1
najhlupejsia vyhorovka mohol dat D Dubaji problem internetom kazdom kroku vedel napojit keby chce stravil dohromady mesiace Rovno povie nechcelo riesit politiku vysral D,2
Europe inde Europu ekonomiku treba znicit hajzli chcete dokoncit uplny krach Europy naplanovane treba rychlo utiect europskej unie Anglicko dame sami rady Rusko podrzi ekonomike Slovaci prec eu,3
neoziva klamar,2
chore nevie,1
Dobre urobil Aspon pokoj media Pelle trpia,0
zachvilu zakazu hajzel splachovat,3
chapem Ludia pohorseni rozculeni atd policajt nemoze zato nariadene takto konal Uplne zbytocne utoci osobu,2
Pokuta predsa zit igor debilko podrbany,2
Sami mudry ludia kritizuje nikto nerobi mudrcov,0
Pomahat chranit klamat okradat ludi nestaci ludi okrada vlada neni cudovat ziju dani,2
uzival dovolenku Tatrach ochrankou D E B L,0
fakt trapny clanok,1
Jozef Kovac chudak zakon nepozna,1
Hanba prislusnici policajneho zboru vraj slub pomahat chranit zlodejov vlade,2
Skor zacnete nadavat policajtov uvedomte rodiny zivit da prikaz zamestnavatel vykon podat nutia davat pokuty inak siahane plat nudzovy stav pokutu dat pravdepodobne dava zakaz vychadzat zhromazdovat traja skupinke roznym trvalym pobytom necudujem mohli vediet odpovede neodpoveda dnesny den hodinach prace hovorenim x obzvlast znova zaciatku isto povedal nechce hovorit taktiez zacali natacat osobne slovo nepovedala zapli telefon moderator kolko EUR dal Dal symbolicky EUR EUR EUR nevieme sudime poznam policajtov robit srdcia daju aspon EUR nechcu robit ludom zle takto nezabudajte ludia siahane plat dakujeme pani policajti ludski davate symbolicke sumy,2
dufam policia spravi robotu pokutuje otras vobec strana nevaziaca vzdelanie ludsky zivot vobec existuje SR duplom sprava takto arogantne Hlavne strachopudi priznat mesacne stena odvahy,3
Riadny magor hanba,2
WHO varovny prst chcu sprisnit zavretie doma vazni slak ide porazit,1
Nerozumiem pohorsuje dnesnej dobe niekto placete naj cisla umrtnosti bo Matovic nechceme testovat bo Matovic arogancia bo Matovic policajny stat bo Matovic evidentne niekto haku nosenie rusok roby dobry den bit policajtovom mieste nahravanie hlavne uverejnenie pokutoval Natacat ochranu verejne prislusnika osoby povolenie,2
Video zaciatku evidentne problem odpovedat mentalne niekde inde hluchy aspon schopny komunikovat obhajit udajne kroky Nemal zabudnut zivi rodinu poskok hlboko musel klesnut treba vlastnu rodinu stihat,2
vobec vobec neverim,0
Nekomentujem istotu,0
prislusnik Slovenskej republiky povinny vysvetlit oboznamit obcana poruseni zakona ohladom dava pokutu velka hanba policajtovi mieste podam prislusnika mena nahlasim nezaplatim nevie vysvetlit dava pokutu strci ucho,2
riti chces dovolenku pripojit miting jbu nemozes,2
Dal novin telky vysetri niekto rozhybe kona nevie policajny prislusnik vysvetlit dava pokutu neplatil Fakt hanba,2
Who skap,3
Covid dlho onak jedno iste ludom slusne povedane riadne hrabe keby citali nenavistne komentare rozdelujuce SVK dva tabori zamysleli clovek chcel vela Akokolvek dodrziavat opatrenia stale Jedneho dna ukazkou svet apokalypsou strednej Europy,1
